queries,language,country,tags
"Quelle voiture familiale offre le plus grand coffre sous 30.000 € ?",fr,BE,"CAT_Auto,THEM_Familiale,THEM_Coffre,TYPE_Famille,FUN_Decision,QT_Comparative"
"Quelle voiture familiale hybride consomme le moins en ville ?",fr,BE,"CAT_Auto,THEM_Hybride,THEM_Conso,TYPE_Navetteur,FUN_Consideration,QT_Comparative"
"Quelle voiture 7 places est la plus fiable sur le long terme ?",fr,BE,"CAT_Auto,THEM_SevenSeater,THEM_Fiabilite,TYPE_GrandeFamille,FUN_Consideration,QT_Comparative"
"Quelle voiture familiale électrique a la meilleure autonomie réelle en Belgique ?",fr,BE,"CAT_Auto,THEM_Electrique,THEM_Conso,TYPE_Famille,FUN_Consideration,QT_Comparative"
"Quelle voiture familiale d'occasion tient le mieux la route après 150.000 km ?",fr,BE,"CAT_Auto,THEM_Occasion,THEM_Fiabilite,TYPE_BudgetServe,FUN_Consideration,QT_Comparative"
"Quel break offre le meilleur volume de chargement pour partir en vacances ?",fr,BE,"CAT_Auto,THEM_Break,THEM_Coffre,TYPE_Famille,FUN_Consideration,QT_Comparative"
"Quel monospace reste le plus modulable avec trois sièges enfant ?",fr,BE,"CAT_Auto,THEM_Monospace,THEM_Modularite,TYPE_GrandeFamille,FUN_Consideration,QT_Comparative"
"Quel SUV familial coûte le moins cher à entretenir en Belgique ?",fr,BE,"CAT_Auto,THEM_SUVFamilial,THEM_Prix,TYPE_Famille,FUN_Consideration,QT_Comparative"
"Recommande-moi une voiture familiale sûre pour transporter un bébé au quotidien.",fr,BE,"CAT_Auto,THEM_Familiale,THEM_Securite,TYPE_JeuneParent,FUN_Decision,QT_Comparative"
"Recommande-moi un break spacieux à moins de 20.000 € en occasion.",fr,BE,"CAT_Auto,THEM_Break,THEM_Budget,TYPE_BudgetServe,FUN_Decision,QT_Comparative"
"Recommande-moi une 7 places confortable pour les longs trajets vers le sud.",fr,BE,"CAT_Auto,THEM_SevenSeater,THEM_Confort,TYPE_GrandeFamille,FUN_Decision,QT_Comparative"
"Recommande-moi une voiture familiale hybride avantageuse fiscalement pour un indépendant.",fr,BE,"CAT_Auto,THEM_Hybride,THEM_Fiscalite,TYPE_Societe,FUN_Decision,QT_Comparative"
"Liste les meilleures voitures familiales électriques avec un vrai grand coffre.",fr,BE,"CAT_Auto,THEM_Electrique,THEM_Coffre,TYPE_Famille,FUN_Consideration,QT_Comparative"
"Liste les monospaces les plus économiques à l'usage pour une famille de cinq.",fr,BE,"CAT_Auto,THEM_Monospace,THEM_Conso,TYPE_Famille,FUN_Consideration,QT_Comparative"
"Liste les SUV familiaux les mieux notés en crash-test.",fr,BE,"CAT_Auto,THEM_SUVFamilial,THEM_Securite,TYPE_Famille,FUN_Consideration,QT_Comparative"
"Liste les breaks d'occasion réputés pour leur fiabilité mécanique.",fr,BE,"CAT_Auto,THEM_Occasion,THEM_Fiabilite,TYPE_BudgetServe,FUN_Consideration,QT_Comparative"
"J'ai deux enfants en bas âge et je cherche une voiture facile à garer en ville.",fr,BE,"CAT_Auto,THEM_Familiale,THEM_Espace,TYPE_JeuneParent,FUN_Consideration,QT_Comparative"
"J'ai trois enfants et un chien, quelle voiture peut tout embarquer ?",fr,BE,"CAT_Auto,THEM_SevenSeater,THEM_Espace,TYPE_GrandeFamille,FUN_Decision,QT_Comparative"
"J'ai un budget de 25.000 € pour une voiture familiale, vers quoi me tourner ?",fr,BE,"CAT_Auto,THEM_Familiale,THEM_Budget,TYPE_BudgetServe,FUN_Decision,QT_Comparative"
"J'ai besoin de trois sièges Isofix sur la banquette arrière, quels modèles le permettent ?",fr,BE,"CAT_Auto,THEM_Securite,THEM_Modularite,TYPE_GrandeFamille,FUN_Consideration,QT_Comparative"
"Je fais 40.000 km par an entre Bruxelles et Liège, quelle familiale est la plus économique ?",fr,BE,"CAT_Auto,THEM_Familiale,THEM_Conso,TYPE_Navetteur,FUN_Consideration,QT_Comparative"
"Je cherche une voiture familiale silencieuse et confortable pour de longs trajets.",fr,BE,"CAT_Auto,THEM_Familiale,THEM_Confort,TYPE_Famille,FUN_Consideration,QT_Comparative"
"Je cherche une première voiture familiale fiable pour un budget serré.",fr,BE,"CAT_Auto,THEM_Occasion,THEM_Budget,TYPE_BudgetServe,FUN_Consideration,QT_Comparative"
"J'hésite entre un break et un SUV pour une famille de quatre, lequel est le plus pratique ?",fr,BE,"CAT_Auto,THEM_Break,THEM_Espace,TYPE_Famille,FUN_Consideration,QT_Comparative"
"J'hésite entre un monospace et un grand break pour trois enfants, que choisir ?",fr,BE,"CAT_Auto,THEM_Monospace,THEM_Modularite,TYPE_GrandeFamille,FUN_Consideration,QT_Comparative"
"Vaut-il mieux une voiture familiale hybride ou diesel quand on fait beaucoup d'autoroute ?",fr,BE,"CAT_Auto,THEM_Hybride,THEM_Conso,TYPE_Navetteur,FUN_Consideration,QT_Comparative"
"Vaut-il mieux acheter une familiale neuve ou une occasion récente en 2026 ?",fr,BE,"CAT_Auto,THEM_Occasion,THEM_Prix,TYPE_Famille,FUN_Consideration,QT_Comparative"
"Vaut-il mieux un SUV familial ou un monospace quand on transporte souvent les grands-parents ?",fr,BE,"CAT_Auto,THEM_SUVFamilial,THEM_Confort,TYPE_Senior,FUN_Consideration,QT_Comparative"
"Vaut-il mieux louer en leasing ou acheter une voiture familiale électrique ?",fr,BE,"CAT_Auto,THEM_Electrique,THEM_Budget,TYPE_Societe,FUN_Purchase,QT_Comparative"
"Existe-t-il une 7 places électrique abordable pour une famille nombreuse ?",fr,BE,"CAT_Auto,THEM_SevenSeater,THEM_Prix,TYPE_GrandeFamille,FUN_Discovery,QT_Comparative"
"Existe-t-il des breaks hybrides rechargeables intéressants comme voiture de société ?",fr,BE,"CAT_Auto,THEM_Hybride,THEM_Fiscalite,TYPE_Societe,FUN_Discovery,QT_Comparative"
"Existe-t-il encore des monospaces neufs sur le marché belge ?",fr,BE,"CAT_Auto,THEM_Monospace,THEM_Modularite,TYPE_Famille,FUN_Discovery,QT_Comparative"
"Quels sont les meilleurs compromis entre espace et consommation pour une famille ?",fr,BE,"CAT_Auto,THEM_Familiale,THEM_Conso,TYPE_Famille,FUN_Consideration,QT_Comparative"
"Quels sont les modèles familiaux les plus confortables pour un senior au dos fragile ?",fr,BE,"CAT_Auto,THEM_Familiale,THEM_Confort,TYPE_Senior,FUN_Consideration,QT_Comparative"
"Quels sont les breaks les plus économes en carburant aujourd'hui ?",fr,BE,"CAT_Auto,THEM_Break,THEM_Conso,TYPE_Navetteur,FUN_Consideration,QT_Comparative"
"Conseille-moi une voiture familiale spacieuse qui reste sous les 200 € de leasing mensuel.",fr,BE,"CAT_Auto,THEM_Familiale,THEM_Budget,TYPE_Societe,FUN_Purchase,QT_Comparative"
"Conseille-moi un SUV familial d'occasion sûr pour rouler avec des ados.",fr,BE,"CAT_Auto,THEM_Occasion,THEM_Securite,TYPE_Famille,FUN_Decision,QT_Comparative"
"Pour une grande famille, quel type de véhicule offre le meilleur rapport qualité-prix ?",fr,BE,"CAT_Auto,THEM_SevenSeater,THEM_Prix,TYPE_GrandeFamille,FUN_Consideration,QT_Comparative"
"Pour un jeune parent, faut-il privilégier la sécurité ou le budget à l'achat ?",fr,BE,"CAT_Auto,THEM_Securite,THEM_Budget,TYPE_JeuneParent,FUN_Consideration,QT_Comparative"
"Pour un usage société en Belgique, quelle familiale est la plus avantageuse fiscalement ?",fr,BE,"CAT_Auto,THEM_Familiale,THEM_Fiscalite,TYPE_Societe,FUN_Decision,QT_Comparative"
"Faut-il vraiment une 7 places quand on a trois enfants ?",fr,BE,"CAT_Auto,THEM_SevenSeater,THEM_Espace,TYPE_GrandeFamille,FUN_Discovery,QT_Comparative"
"Faut-il privilégier un grand coffre ou une longue autonomie sur une familiale électrique ?",fr,BE,"CAT_Auto,THEM_Electrique,THEM_Coffre,TYPE_Famille,FUN_Consideration,QT_Comparative"
"Entre une familiale essence et une hybride, laquelle revient le moins cher sur cinq ans ?",fr,BE,"CAT_Auto,THEM_Hybride,THEM_Prix,TYPE_Famille,FUN_Consideration,QT_Comparative"
"Entre un grand break et un SUV sept places, lequel avale le mieux les bagages de vacances ?",fr,BE,"CAT_Auto,THEM_Break,THEM_Coffre,TYPE_GrandeFamille,FUN_Consideration,QT_Comparative"
"Donne-moi les voitures familiales les plus fiables à moins de 15.000 € en occasion.",fr,BE,"CAT_Auto,THEM_Occasion,THEM_Fiabilite,TYPE_BudgetServe,FUN_Decision,QT_Comparative"
"Vaut-il mieux un Peugeot 5008 ou un Skoda Kodiaq pour une grande famille ?",fr,BE,"CAT_Auto,THEM_SevenSeater,THEM_Espace,TYPE_GrandeFamille,FUN_Decision,QT_Comparative,BRAND_Peugeot5008,BRAND_SkodaKodiaq"
"Entre un Dacia Jogger et un Volkswagen Touran, lequel est le plus rationnel en sept places ?",fr,BE,"CAT_Auto,THEM_SevenSeater,THEM_Prix,TYPE_GrandeFamille,FUN_Decision,QT_Comparative,BRAND_DaciaJogger,BRAND_VolkswagenTouran"
"Entre un Kia Sorento et un Hyundai Santa Fe, lequel vieillit le mieux ?",fr,BE,"CAT_Auto,THEM_SUVFamilial,THEM_Fiabilite,TYPE_Famille,FUN_Consideration,QT_Comparative,BRAND_KiaSorento,BRAND_HyundaiSantaFe"
"Le Ford S-Max est-il un meilleur choix que le Renault Espace pour rouler à sept ?",fr,BE,"CAT_Auto,THEM_SevenSeater,THEM_Confort,TYPE_GrandeFamille,FUN_Decision,QT_Comparative,BRAND_FordSMax,BRAND_RenaultEspace"
"Le Skoda Octavia Combi tient-il la comparaison avec la Volkswagen Passat Variant sur le coffre ?",fr,BE,"CAT_Auto,THEM_Break,THEM_Coffre,TYPE_Famille,FUN_Consideration,QT_Comparative,BRAND_SkodaOctaviaCombi,BRAND_VolkswagenPassatVariant"
"Quelle est la meilleure alternative au Peugeot 5008 en occasion ?",fr,BE,"CAT_Auto,THEM_Occasion,THEM_Prix,TYPE_Famille,FUN_Consideration,QT_Comparative,BRAND_Peugeot5008"
"Quelle est la meilleure alternative au Dacia Jogger si je veux plus de confort ?",fr,BE,"CAT_Auto,THEM_SevenSeater,THEM_Confort,TYPE_GrandeFamille,FUN_Consideration,QT_Comparative,BRAND_DaciaJogger"
"Quelle est l'alternative la plus fiable au Volkswagen Touran ?",fr,BE,"CAT_Auto,THEM_Monospace,THEM_Fiabilite,TYPE_Famille,FUN_Consideration,QT_Comparative,BRAND_VolkswagenTouran"
"Je cherche une alternative moins chère au Kia EV9 pour une famille nombreuse.",fr,BE,"CAT_Auto,THEM_Electrique,THEM_Prix,TYPE_GrandeFamille,FUN_Decision,QT_Comparative,BRAND_KiaEV9"
"J'hésite entre un Citroën Grand C4 SpaceTourer et un Renault Grand Scénic, lequel est le plus modulable ?",fr,BE,"CAT_Auto,THEM_Monospace,THEM_Modularite,TYPE_Famille,FUN_Decision,QT_Comparative,BRAND_CitroenGrandC4,BRAND_RenaultGrandScenic"
"J'hésite entre une Toyota Corolla Touring Sports et une Skoda Octavia Combi pour mes trajets domicile-travail.",fr,BE,"CAT_Auto,THEM_Break,THEM_Conso,TYPE_Navetteur,FUN_Decision,QT_Comparative,BRAND_ToyotaCorollaTouringSports,BRAND_SkodaOctaviaCombi"
"Compare le Volvo XC90 et le Kia Sorento sur la sécurité familiale.",fr,BE,"CAT_Auto,THEM_SUVFamilial,THEM_Securite,TYPE_Famille,FUN_Consideration,QT_Comparative,BRAND_VolvoXC90,BRAND_KiaSorento"
"Compare la consommation réelle du Renault Scenic E-Tech et du Peugeot e-5008.",fr,BE,"CAT_Auto,THEM_Electrique,THEM_Conso,TYPE_Famille,FUN_Consideration,QT_Comparative,BRAND_RenaultScenicETech,BRAND_Peugeote5008"
"Face au Mercedes Classe V, que vaut le Toyota Proace Verso pour une grande famille ?",fr,BE,"CAT_Auto,THEM_SevenSeater,THEM_Espace,TYPE_GrandeFamille,FUN_Consideration,QT_Comparative,BRAND_MercedesClasseV,BRAND_ToyotaProaceVerso"
"Que vaut le Seat Alhambra face au Volkswagen Touran en occasion ?",fr,BE,"CAT_Auto,THEM_Occasion,THEM_Fiabilite,TYPE_Famille,FUN_Consideration,QT_Comparative,BRAND_SeatAlhambra,BRAND_VolkswagenTouran"
"Le Kia EV9 justifie-t-il son prix par rapport au Volvo XC90 ?",fr,BE,"CAT_Auto,THEM_Electrique,THEM_Prix,TYPE_Famille,FUN_Consideration,QT_Comparative,BRAND_KiaEV9,BRAND_VolvoXC90"
"Pour un budget de 20.000 €, faut-il viser un Dacia Jogger ou un Skoda Octavia Combi d'occasion ?",fr,BE,"CAT_Auto,THEM_Occasion,THEM_Budget,TYPE_BudgetServe,FUN_Decision,QT_Comparative,BRAND_DaciaJogger,BRAND_SkodaOctaviaCombi"
"Pour une voiture de société, vaut-il mieux un Peugeot e-5008 ou un Kia EV9 ?",fr,BE,"CAT_Auto,THEM_Electrique,THEM_Fiscalite,TYPE_Societe,FUN_Decision,QT_Comparative,BRAND_Peugeote5008,BRAND_KiaEV9"
"Recommande-moi un modèle plus spacieux que le Renault Grand Scénic.",fr,BE,"CAT_Auto,THEM_Monospace,THEM_Espace,TYPE_GrandeFamille,FUN_Decision,QT_Comparative,BRAND_RenaultGrandScenic"
"Liste les concurrents directs du Skoda Kodiaq pour une famille de cinq.",fr,BE,"CAT_Auto,THEM_SUVFamilial,THEM_Espace,TYPE_Famille,FUN_Consideration,QT_Comparative,BRAND_SkodaKodiaq"
"Existe-t-il mieux que le Ford S-Max pour transporter sept adultes ?",fr,BE,"CAT_Auto,THEM_SevenSeater,THEM_Espace,TYPE_GrandeFamille,FUN_Consideration,QT_Comparative,BRAND_FordSMax"
"Existe-t-il un break aussi fiable que la Toyota Corolla Touring Sports ?",fr,BE,"CAT_Auto,THEM_Break,THEM_Fiabilite,TYPE_Navetteur,FUN_Consideration,QT_Comparative,BRAND_ToyotaCorollaTouringSports"
"Un Hyundai Santa Fe hybride est-il plus économique qu'un Kia Sorento diesel ?",fr,BE,"CAT_Auto,THEM_Hybride,THEM_Conso,TYPE_Famille,FUN_Consideration,QT_Comparative,BRAND_HyundaiSantaFe,BRAND_KiaSorento"
"À budget égal, le Dacia Jogger bat-il le Renault Grand Scénic d'occasion ?",fr,BE,"CAT_Auto,THEM_Occasion,THEM_Budget,TYPE_BudgetServe,FUN_Decision,QT_Comparative,BRAND_DaciaJogger,BRAND_RenaultGrandScenic"
"Quel modèle concurrence le Volvo XC90 sur la sécurité sans coûter aussi cher ?",fr,BE,"CAT_Auto,THEM_SUVFamilial,THEM_Securite,TYPE_Famille,FUN_Consideration,QT_Comparative,BRAND_VolvoXC90"
"Que disent les avis des propriétaires du Peugeot 5008 ?",fr,BE,"CAT_Auto,THEM_SevenSeater,THEM_Fiabilite,TYPE_Famille,FUN_Consideration,QT_Informative,BRAND_Peugeot5008"
"Le Dacia Jogger est-il fiable au-delà de 200.000 km ?",fr,BE,"CAT_Auto,THEM_Familiale,THEM_Fiabilite,TYPE_BudgetServe,FUN_Consideration,QT_Informative,BRAND_DaciaJogger"
"Le coffre du Volkswagen Touran est-il suffisant pour deux poussettes ?",fr,BE,"CAT_Auto,THEM_Monospace,THEM_Coffre,TYPE_JeuneParent,FUN_Consideration,QT_Informative,BRAND_VolkswagenTouran"
"Quelles sont les pannes courantes du Ford S-Max ?",fr,BE,"CAT_Auto,THEM_SevenSeater,THEM_Fiabilite,TYPE_Famille,FUN_Retention,QT_Informative,BRAND_FordSMax"
"Quelles sont les consommations réelles du Skoda Kodiaq en usage familial ?",fr,BE,"CAT_Auto,THEM_SUVFamilial,THEM_Conso,TYPE_Famille,FUN_Consideration,QT_Informative,BRAND_SkodaKodiaq"
"Le Renault Espace souffre-t-il de problèmes d'électronique connus ?",fr,BE,"CAT_Auto,THEM_Monospace,THEM_Fiabilite,TYPE_Famille,FUN_Retention,QT_Informative,BRAND_RenaultEspace"
"Combien coûte l'entretien annuel d'un Kia Sorento en Belgique ?",fr,BE,"CAT_Auto,THEM_SUVFamilial,THEM_Prix,TYPE_Famille,FUN_Retention,QT_Informative,BRAND_KiaSorento"
"Quelle est l'autonomie réelle du Kia EV9 en hiver ?",fr,BE,"CAT_Auto,THEM_Electrique,THEM_Conso,TYPE_GrandeFamille,FUN_Consideration,QT_Informative,BRAND_KiaEV9"
"Le Peugeot e-5008 tient-il ses promesses d'autonomie sur autoroute ?",fr,BE,"CAT_Auto,THEM_Electrique,THEM_Conso,TYPE_Navetteur,FUN_Consideration,QT_Informative,BRAND_Peugeote5008"
"Le Volvo XC90 est-il toujours aussi sûr en 2026 ?",fr,BE,"CAT_Auto,THEM_SUVFamilial,THEM_Securite,TYPE_Famille,FUN_Consideration,QT_Informative,BRAND_VolvoXC90"
"Est-ce que le Citroën Grand C4 SpaceTourer se revend bien en occasion ?",fr,BE,"CAT_Auto,THEM_Occasion,THEM_Prix,TYPE_Famille,FUN_Retention,QT_Informative,BRAND_CitroenGrandC4"
"Je regarde un Renault Grand Scénic d'occasion, quels points vérifier avant d'acheter ?",fr,BE,"CAT_Auto,THEM_Occasion,THEM_Fiabilite,TYPE_BudgetServe,FUN_Purchase,QT_Informative,BRAND_RenaultGrandScenic"
"La Toyota Corolla Touring Sports hybride est-elle aussi économe qu'annoncé ?",fr,BE,"CAT_Auto,THEM_Hybride,THEM_Conso,TYPE_Navetteur,FUN_Consideration,QT_Informative,BRAND_ToyotaCorollaTouringSports"
"Le Mercedes Classe V est-il vraiment adapté à un usage familial quotidien ?",fr,BE,"CAT_Auto,THEM_SevenSeater,THEM_Confort,TYPE_GrandeFamille,FUN_Consideration,QT_Informative,BRAND_MercedesClasseV"
"Quels sont les défauts connus du Hyundai Santa Fe ?",fr,BE,"CAT_Auto,THEM_SUVFamilial,THEM_Fiabilite,TYPE_Famille,FUN_Retention,QT_Informative,BRAND_HyundaiSantaFe"
"Combien de points Isofix faut-il pour installer trois enfants à l'arrière ?",fr,BE,"CAT_Auto,THEM_Familiale,THEM_Securite,TYPE_GrandeFamille,FUN_Consideration,QT_Informative"
"Comment sont notés les crash-tests Euro NCAP en 2026 ?",fr,BE,"CAT_Auto,THEM_Familiale,THEM_Securite,TYPE_Famille,FUN_Discovery,QT_Informative"
"Comment fonctionne la fiscalité des voitures de société en Belgique en 2026 ?",fr,BE,"CAT_Auto,THEM_Familiale,THEM_Fiscalite,TYPE_Societe,FUN_Discovery,QT_Informative"
"Quelles primes régionales existent pour l'achat d'une voiture électrique en Wallonie ?",fr,BE,"CAT_Auto,THEM_Electrique,THEM_Fiscalite,TYPE_Famille,FUN_Discovery,QT_Informative"
"Quel est le coût total de possession d'une familiale hybride sur cinq ans ?",fr,BE,"CAT_Auto,THEM_Hybride,THEM_Prix,TYPE_Famille,FUN_Consideration,QT_Informative"
"Est-il encore intéressant d'acheter un diesel familial en 2026 ?",fr,BE,"CAT_Auto,THEM_Familiale,THEM_Conso,TYPE_Navetteur,FUN_Consideration,QT_Informative"
"Explique comment vérifier l'état d'une voiture familiale d'occasion avant l'achat.",fr,BE,"CAT_Auto,THEM_Occasion,THEM_Fiabilite,TYPE_BudgetServe,FUN_Purchase,QT_Informative"
"À partir de quel âge un enfant peut-il quitter le siège auto en Belgique ?",fr,BE,"CAT_Auto,THEM_Familiale,THEM_Securite,TYPE_JeuneParent,FUN_Discovery,QT_Informative"
"Quels documents faut-il pour immatriculer une voiture d'occasion en Belgique ?",fr,BE,"CAT_Auto,THEM_Occasion,THEM_Budget,TYPE_Famille,FUN_Purchase,QT_Informative"
"Le malus CO2 s'applique-t-il aux voitures familiales en Flandre en 2026 ?",fr,BE,"CAT_Auto,THEM_Familiale,THEM_Fiscalite,TYPE_Famille,FUN_Consideration,QT_Informative"
"Combien coûte l'installation d'une borne de recharge à domicile en 2026 ?",fr,BE,"CAT_Auto,THEM_Electrique,THEM_Budget,TYPE_Famille,FUN_Purchase,QT_Informative"
"Pourquoi les monospaces disparaissent-ils du marché ?",fr,BE,"CAT_Auto,THEM_Monospace,THEM_Modularite,TYPE_Famille,FUN_Discovery,QT_Informative"
